EKI liik	EKI nimi	EKI kood	EKI väärtus	EKI keel	LEX nimi	LEX kood
vn_tyyp	muutevormi nimi	PlG	------1G	et	morph	PlG
vn_tyyp	muutevormi nimi	PlP	------1P	et	morph	PlP
vn_tyyp	muutevormi nimi	PlIll	11	et	morph	PlIll
vn_tyyp	muutevormi nimi	PlIn	12	et	morph	PlIn
vn_tyyp	muutevormi nimi	PlEl	13	et	morph	PlEl
vn_tyyp	muutevormi nimi	PlAll	14	et	morph	PlAll
vn_tyyp	muutevormi nimi	PlAd	15	et	morph	PlAd
vn_tyyp	muutevormi nimi	PlAbl	16	et	morph	PlAbl
vn_tyyp	muutevormi nimi	PlTr	------1T	et	morph	PlTr
vn_tyyp	muutevormi nimi	PlTer	------1R	et	morph	PlTer
vn_tyyp	muutevormi nimi	PlEs	------1E	et	morph	PlEs
vn_tyyp	muutevormi nimi	PlAb	------1A	et	morph	PlAb
vn_tyyp	muutevormi nimi	PlKom	------1K	et	morph	PlKom
vn_tyyp	muutevormi nimi	Rpl	------1-	et	morph	Rpl
vn_tyyp	muutevormi nimi	Nlyhi	------RC	et	morph	Nlyhi
vn_tyyp	muutevormi nimi	Nvahe	#NAME?	et	morph	Nvahe
vn_tyyp	muutevormi nimi	Sup	30------	et	morph	Sup
vn_tyyp	muutevormi nimi	SupAb	30-----A	et	morph	SupAb
vn_tyyp	muutevormi nimi	SupIn	30-----2	et	morph	SupIn
vn_tyyp	muutevormi nimi	SupEl	30-----3	et	morph	SupEl
vn_tyyp	muutevormi nimi	SupTr	30-----T	et	morph	SupTr
vn_tyyp	muutevormi nimi	SupIps	31------	et	morph	SupIps
vn_tyyp	muutevormi nimi	Inf	1-------	et	morph	Inf
vn_tyyp	muutevormi nimi	Ger	2-------	et	morph	Ger
vn_tyyp	muutevormi nimi	PtsPrPs	400---0N	et	morph	PtsPrPs
vn_tyyp	muutevormi nimi	PtsPrIps	410---0N	et	morph	PtsPrIps
vn_tyyp	muutevormi nimi	PtsPtPs	401--0--	et	morph	PtsPtPs
vn_tyyp	muutevormi nimi	PtsPtIps	411--0--	et	morph	PtsPtIps
vn_tyyp	muutevormi nimi	IndPrSg1	-00011--	et	morph	IndPrSg1
vn_tyyp	muutevormi nimi	IndPrSg2	-00021--	et	morph	IndPrSg2
vn_tyyp	muutevormi nimi	IndPrSg3	-00031--	et	morph	IndPrSg3
vn_tyyp	muutevormi nimi	IndPrPl1	-00041--	et	morph	IndPrPl1
vn_tyyp	muutevormi nimi	IndPrPl2	-00051--	et	morph	IndPrPl2
vn_tyyp	muutevormi nimi	IndPrPl3	-00061--	et	morph	IndPrPl3
vn_tyyp	muutevormi nimi	IndPrPs_	-00000--	et	morph	IndPrPs_
vn_tyyp	muutevormi nimi	IndPrIps	-100-1--	et	morph	IndPrIps
vn_tyyp	muutevormi nimi	IndPrIps_	-100-0--	et	morph	IndPrIps_
vn_tyyp	muutevormi nimi	IndIpfSg1	-02011--	et	morph	IndIpfSg1
vn_tyyp	muutevormi nimi	IndIpfSg2	-02021--	et	morph	IndIpfSg2
vn_tyyp	muutevormi nimi	IndIpfSg3	-02031--	et	morph	IndIpfSg3
vn_tyyp	muutevormi nimi	IndIpfPl1	-02041--	et	morph	IndIpfPl1
vn_tyyp	muutevormi nimi	IndIpfPl2	-02051--	et	morph	IndIpfPl2
vn_tyyp	muutevormi nimi	IndIpfPl3	-02061--	et	morph	IndIpfPl3
vn_tyyp	muutevormi nimi	IndIpfIps	-120-1--	et	morph	IndIpfIps
vn_tyyp	muutevormi nimi	KndPrSg1	-00211--	et	morph	KndPrSg1
vn_tyyp	muutevormi nimi	KndPrSg2	-00221--	et	morph	KndPrSg2
vn_tyyp	muutevormi nimi	KndPrPs	-00200--	et	morph	KndPrPs
vn_tyyp	muutevormi nimi	KndPrPl1	-00241--	et	morph	KndPrPl1
vn_tyyp	muutevormi nimi	KndPrPl2	-00251--	et	morph	KndPrPl2
vn_tyyp	muutevormi nimi	KndPrPl3	-00261--	et	morph	KndPrPl3
vn_tyyp	muutevormi nimi	KndPrIps	-102-0--	et	morph	KndPrIps
vn_tyyp	muutevormi nimi	KndPtSg1	-01211--	et	morph	KndPtSg1
vn_tyyp	muutevormi nimi	KndPtSg2	-01221--	et	morph	KndPtSg2
vn_tyyp	muutevormi nimi	KndPtPs	-01200--	et	morph	KndPtPs
vn_tyyp	muutevormi nimi	KndPtPl1	-01241--	et	morph	KndPtPl1
vn_tyyp	muutevormi nimi	KndPtPl2	-01251--	et	morph	KndPtPl2
vn_tyyp	muutevormi nimi	KndPtPl3	-01261--	et	morph	KndPtPl3
vn_tyyp	muutevormi nimi	KndPtIps	-112-0--	et	morph	KndPtIps
vn_tyyp	muutevormi nimi	KvtPrPs	-00100--	et	morph	KvtPrPs
vn_tyyp	muutevormi nimi	KvtPrIps	-101-0--	et	morph	KvtPrIps
vn_tyyp	muutevormi nimi	KvtPtPs	-01100--	et	morph	KvtPtPs
vn_tyyp	muutevormi nimi	KvtPtIps	-111-0--	et	morph	KvtPtIps
vn_tyyp	muutevormi nimi	ImpPrSg2	-00320--	et	morph	ImpPrSg2
vn_tyyp	muutevormi nimi	ImpPrPl1	-00340--	et	morph	ImpPrPl1
vn_tyyp	muutevormi nimi	ImpPrPl2	-00350--	et	morph	ImpPrPl2
vn_tyyp	muutevormi nimi	ImpPrPs	-00300--	et	morph	ImpPrPs
vn_tyyp	muutevormi nimi	ImpPrIps	-103-0--	et	morph	ImpPrIps
vn_tyyp	muutevormi nimi	Vlyhi	RC------	et	morph	Vlyhi
vn_tyyp	muutevormi nimi	Vvahe	RC------	et	morph	Vvahe
vn_tyyp	muutevormi nimi	Neg	-----2--	et	morph	Neg
vn_tyyp	muutevormi nimi	ImpPrSg2N	-00322--	et	morph	ImpPrSg2N
vn_tyyp	muutevormi nimi	ImpPrPl1N	-00342--	et	morph	ImpPrPl1N
vn_tyyp	muutevormi nimi	ImpPrPl2N	-00352--	et	morph	ImpPrPl2N
vn_tyyp	muutevormi nimi	ImpPrN	--0302--	et	morph	ImpPrN
vn_tyyp	muutevormi nimi	IndPrPsN	-00002--	et	morph	IndPrPsN
vn_tyyp	muutevormi nimi	IndPrIpsN	-100-2--	et	morph	IndPrIpsN
vn_tyyp	muutevormi nimi	IndIpfPsN	-02002--	et	morph	IndIpfPsN
vn_tyyp	muutevormi nimi	IndIpfIpsN	-120-2--	et	morph	IndIpfIpsN
vn_tyyp	muutevormi nimi	KvtPrPsN	-00102--	et	morph	KvtPrPsN
vn_tyyp	muutevormi nimi	KvtPtPsN	-01102--	et	morph	KvtPtPsN
vn_tyyp	muutevormi nimi	KndPrPsN	-00202--	et	morph	KndPrPsN
vn_tyyp	muutevormi nimi	KndPtPsN	-01202--	et	morph	KndPtPsN
vn_tyyp	muutevormi nimi	ID	muutumatu sõna (indekl)	et	morph	ID
vn_tyyp	muutevormi nimi	??	määramatu vorm	et	morph	??
vn_tyyp	muutevormi nimi	SgAdt	ainsuse suunduv e lühike sisseütlev	et	morph	SgAdt
vn_tyyp	muutevormi nimi	Sup	ma-infinitiiv e ma-tegevusnimi	et	morph	Sup
vn_tyyp	muutevormi nimi	SupAb	mata-vorm	et	morph	SupAb
vn_tyyp	muutevormi nimi	SupIn	mas-vorm	et	morph	SupIn
vn_tyyp	muutevormi nimi	SupEl	mast-vorm	et	morph	SupEl
vn_tyyp	muutevormi nimi	SupTr	maks-vorm	et	morph	SupTr
vn_tyyp	muutevormi nimi	SupIps	ma-tegevusnime umbisikuline tegumood	et	morph	SupIps
vn_tyyp	muutevormi nimi	Inf	da-infinitiiv e da-tegevusnimi	et	morph	Inf
vn_tyyp	muutevormi nimi	Ger	des-vorm	et	morph	Ger
vn_tyyp	muutevormi nimi	PtsPrPs	oleviku isikuline kesksõna e v-kesksõna	et	morph	PtsPrPs
vn_tyyp	muutevormi nimi	PtsPrIps	oleviku umbisikuline kesksõna e tav-kesksõna	et	morph	PtsPrIps
vn_tyyp	muutevormi nimi	PtsPtPs	mineviku isikuline kesksõna e nud-kesksõna	et	morph	PtsPtPs
vn_tyyp	muutevormi nimi	PtsPtIps	mineviku umbisikuline kesksõna e tud-kesksõna	et	morph	PtsPtIps
vn_tyyp	muutevormi nimi	IndPrSg1	kindla kõneviisi oleviku ainsuse 1.pööre	et	morph	IndPrSg1
vn_tyyp	muutevormi nimi	IndPrSg2	kindla kõneviisi oleviku ainsuse 2.p.	et	morph	IndPrSg2
vn_tyyp	muutevormi nimi	IndPrSg3	kindla kõneviisi oleviku ainsuse 3.p.	et	morph	IndPrSg3
vn_tyyp	muutevormi nimi	IndPrPl1	kindla kõneviisi oleviku mitmuse 1.p.	et	morph	IndPrPl1
vn_tyyp	muutevormi nimi	IndPrPl2	kindla kõneviisi oleviku mitmuse 2.p.	et	morph	IndPrPl2
vn_tyyp	muutevormi nimi	IndPrPl3	kindla kõneviisi oleviku mitmuse 3.p.	et	morph	IndPrPl3
vn_tyyp	muutevormi nimi	IndPrPs_	kindla kõneviisi oleviku isikuline tegumood (eitusega)	et	morph	IndPrPs_
vn_tyyp	muutevormi nimi	IndPrIps	kindla kõneviisi oleviku umbisikuline tegumood	et	morph	IndPrIps
vn_tyyp	muutevormi nimi	IndPrIps_	kindla kõneviisi oleviku umbisikuline tegumood (eitusega)	et	morph	IndPrIps_
vn_tyyp	muutevormi nimi	IndIpfSg1	kindla kõneviisi lihtmineviku ainsuse 1.p.	et	morph	IndIpfSg1
vn_tyyp	muutevormi nimi	IndIpfSg2	kindla kõneviisi lihtmineviku ainsuse 2.p.	et	morph	IndIpfSg2
vn_tyyp	muutevormi nimi	IndIpfSg3	kindla kõneviisi lihtmineviku ainsuse 3.p.	et	morph	IndIpfSg3
vn_tyyp	muutevormi nimi	IndIpfPl1	kindla kõneviisi lihtmineviku mitmuse 1.p.	et	morph	IndIpfPl1
vn_tyyp	muutevormi nimi	IndIpfPl2	kindla kõneviisi lihtmineviku mitmuse 2.p.	et	morph	IndIpfPl2
vn_tyyp	muutevormi nimi	IndIpfPl3	kindla kõneviisi lihtmineviku mitmuse 3.p.	et	morph	IndIpfPl3
vn_tyyp	muutevormi nimi	IndIpfIps	kindla kõneviisi lihtmineviku umbisikuline tegumood	et	morph	IndIpfIps
vn_tyyp	muutevormi nimi	KndPrSg1	tingiva kõneviisi oleviku ainsuse 1.p.	et	morph	KndPrSg1
vn_tyyp	muutevormi nimi	KndPrSg2	tingiva kõneviisi oleviku ainsuse 2.p.	et	morph	KndPrSg2
vn_tyyp	muutevormi nimi	KndPrPs	tingiva kõneviisi oleviku isikuline tegumood	et	morph	KndPrPs
vn_tyyp	muutevormi nimi	KndPrPl1	tingiva kõneviisi oleviku mitmuse 1.p.	et	morph	KndPrPl1
vn_tyyp	muutevormi nimi	KndPrPl2	tingiva kõneviisi oleviku mitmuse 2.p.	et	morph	KndPrPl2
vn_tyyp	muutevormi nimi	KndPrPl3	tingiva kõneviisi oleviku mitmuse 3.p.	et	morph	KndPrPl3
vn_tyyp	muutevormi nimi	KndPrIps	tingiva kõneviisi oleviku umbisikuline tegumood	et	morph	KndPrIps
vn_tyyp	muutevormi nimi	KndPtSg1	tingiva kõneviisi mineviku ainsuse 1.p.	et	morph	KndPtSg1
vn_tyyp	muutevormi nimi	KndPtSg2	tingiva kõneviisi mineviku ainsuse 2.p.	et	morph	KndPtSg2
vn_tyyp	muutevormi nimi	KndPtPs	tingiva kõneviisi mineviku isikuline tegumood	et	morph	KndPtPs
vn_tyyp	muutevormi nimi	KndPtPl1	tingiva kõneviisi mineviku mitmuse 1.p.	et	morph	KndPtPl1
vn_tyyp	muutevormi nimi	KndPtPl2	tingiva kõneviisi mineviku mitmuse 2.p.	et	morph	KndPtPl2
vn_tyyp	muutevormi nimi	KndPtPl3	tingiva kõneviisi mineviku mitmuse 3.p.	et	morph	KndPtPl3
vn_tyyp	muutevormi nimi	KndPtIps	tingiva kõneviisi mineviku umbisikuline tegumood	et	morph	KndPtIps
vn_tyyp	muutevormi nimi	KvtPrPs	kaudse kõneviisi oleviku isikuline tegumood	et	morph	KvtPrPs
vn_tyyp	muutevormi nimi	KvtPrIps	kaudse kõneviisi oleviku umbisikuline tegumood	et	morph	KvtPrIps
vn_tyyp	muutevormi nimi	KvtPtPs	kaudse kõneviisi mineviku isikuline tegumood	et	morph	KvtPtPs
vn_tyyp	muutevormi nimi	KvtPtIps	kaudse kõneviisi mineviku umbisikuline tegumood	et	morph	KvtPtIps
vn_tyyp	muutevormi nimi	ImpPrSg2	käskiva kõneviisi oleviku ainsuse 2.p.	et	morph	ImpPrSg2
vn_tyyp	muutevormi nimi	ImpPrPl1	käskiva kõneviisi oleviku mitmuse 1.p.	et	morph	ImpPrPl1
vn_tyyp	muutevormi nimi	ImpPrPl2	käskiva kõneviisi oleviku mitmuse 2.p.	et	morph	ImpPrPl2
vn_tyyp	muutevormi nimi	ImpPrPs	käskiva kõneviisi oleviku isikuline tegumood	et	morph	ImpPrPs
vn_tyyp	muutevormi nimi	ImpPrIps	käskiva kõneviisi oleviku umbisikuline tegumood	et	morph	ImpPrIps
vn_tyyp	muutevormi nimi	Neg	eitus (ei)	et	morph	Neg
vn_tyyp	muutevormi nimi	ImpPrSg2N	käskiva kõneviisi oleviku ainsuse 2.p. eitus (ära)	et	morph	ImpPrSg2N
vn_tyyp	muutevormi nimi	ImpPrPl1N	käskiva kõneviisi oleviku mitmuse 1.p. eitus (ärgem)	et	morph	ImpPrPl1N
vn_tyyp	muutevormi nimi	ImpPrPl2N	käskiva kõneviisi oleviku mitmuse 2.p. eitus (ärge)	et	morph	ImpPrPl2N
vn_tyyp	muutevormi nimi	ImpPrN	käskiva kõneviisi oleviku isikulise tegumoe eitus (ärgu)	et	morph	ImpPrN
vn_tyyp	muutevormi nimi	IndPrPsN	pole	et	morph	IndPrPsN
vn_tyyp	muutevormi nimi	IndPrIpsN	polda	et	morph	IndPrIpsN
vn_tyyp	muutevormi nimi	IndIpfPsN	polnud	et	morph	IndIpfPsN
vn_tyyp	muutevormi nimi	IndIpfIpsN	poldud	et	morph	IndIpfIpsN
vn_tyyp	muutevormi nimi	KvtPrPsN	polevat	et	morph	KvtPrPsN
vn_tyyp	muutevormi nimi	KvtPtPsN	polnuvat	et	morph	KvtPtPsN
vn_tyyp	muutevormi nimi	KndPrPsN	poleks	et	morph	KndPrPsN
vn_tyyp	muutevormi nimi	KndPtPsN	polnuks	et	morph	KndPtPsN
xmllang_tyyp	XML elementide keelevalik	et	eesti	et	-	-
xmllang_tyyp	XML elementide keelevalik	et	Estonian	en	-	-
xmllang_tyyp	XML elementide keelevalik	ru	vene	et	-	-
xmllang_tyyp	XML elementide keelevalik	ru	Russian	en	-	-
yvtl_tyyp	ühisviite liik	vrd	võrdle tähendust	et	lex_rel_type	yvt:vrd
yvtl_tyyp	ühisviite liik	vt ka	vaata ka	et	lex_rel_type	yvt:vt ka
yvtl_tyyp	ühisviite liik	NB	ära aja segi	et	lex_rel_type	yvt:NB
